fileid,prediction
melspec_1202.npy,['Speech']
melspec_1203.npy,['Blender']
melspec_1204.npy,['Silence']
melspec_1205.npy,['Speech']
melspec_1206.npy,['Speech']
melspec_1207.npy,['Speech']
melspec_1208.npy,['Speech']
melspec_1209.npy,['Speech']
melspec_121.npy,['Speech']
melspec_1210.npy,['Speech']
melspec_1211.npy,['Speech']
melspec_1212.npy,['Speech']
melspec_1213.npy,"['Blender, Speech']"
melspec_1214.npy,['Speech']
melspec_1215.npy,['Speech']
melspec_1216.npy,['Silence']
melspec_1217.npy,['Speech']
melspec_1218.npy,['Speech']
melspec_1219.npy,['Speech']
melspec_122.npy,['Speech']
melspec_1220.npy,['Speech']
melspec_1221.npy,['Speech']
melspec_1222.npy,['Speech']
melspec_1223.npy,['Speech']
melspec_1224.npy,['Speech']
melspec_1225.npy,['Speech']
melspec_1226.npy,['Speech']
melspec_1227.npy,"['Blender, Speech']"
melspec_1228.npy,['Speech']
melspec_1229.npy,['Speech']
melspec_123.npy,['Speech']
melspec_1230.npy,['Silence']
melspec_1231.npy,['Silence']
melspec_1232.npy,['Silence']
melspec_1233.npy,['Speech']
melspec_1234.npy,['Blender']
melspec_1235.npy,['Silence']
melspec_1236.npy,['Speech']
melspec_1237.npy,['Speech']
melspec_1238.npy,['Speech']
melspec_1239.npy,['Speech']
melspec_124.npy,['Silence']
melspec_1240.npy,['Speech']
melspec_1241.npy,['Speech']
melspec_1242.npy,['Silence']
melspec_1243.npy,['Speech']
melspec_1244.npy,['Speech']
melspec_1245.npy,['Speech']
melspec_1246.npy,['Speech']
melspec_1247.npy,"['Blender, Speech']"
melspec_1248.npy,['Speech']
melspec_1249.npy,['Speech']
melspec_125.npy,['Speech']
melspec_1250.npy,['Speech']
melspec_1251.npy,"['Dog, Speech']"
melspec_1252.npy,['Silence']
melspec_1253.npy,['Speech']
melspec_1254.npy,['Speech']
melspec_1255.npy,['Speech']
melspec_1256.npy,"['Blender, Dog, Speech']"
melspec_1257.npy,['Speech']
melspec_1258.npy,['Silence']
melspec_1259.npy,['Speech']
melspec_126.npy,['Speech']
melspec_1260.npy,['Speech']
melspec_1261.npy,['Speech']
melspec_1262.npy,['Speech']
melspec_1263.npy,['Speech']
melspec_1264.npy,['Speech']
melspec_1265.npy,['Speech']
melspec_1266.npy,['Speech']
melspec_1267.npy,['Speech']
melspec_1268.npy,['Speech']
melspec_1269.npy,"['Blender, Speech']"
melspec_127.npy,['Speech']
melspec_1270.npy,['Speech']
melspec_1271.npy,['Speech']
melspec_1272.npy,['Speech']
melspec_1273.npy,['Speech']
melspec_1274.npy,['Speech']
melspec_1275.npy,['Speech']
melspec_1276.npy,['Speech']
melspec_1277.npy,['Speech']
melspec_1278.npy,['Speech']
melspec_1279.npy,"['Blender, Speech']"
melspec_128.npy,['Silence']
melspec_1280.npy,['Speech']
melspec_1281.npy,['Speech']
melspec_1282.npy,"['Blender, Dog, Speech']"
melspec_1283.npy,['Speech']
melspec_1284.npy,['Speech']
melspec_1285.npy,['Speech']
melspec_1286.npy,['Speech']
melspec_1287.npy,['Speech']
melspec_1288.npy,['Speech']
melspec_1289.npy,['Speech']
melspec_129.npy,['Speech']
melspec_1290.npy,['Silence']
melspec_1291.npy,['Silence']
melspec_1292.npy,['Speech']
melspec_1293.npy,['Silence']
melspec_1294.npy,['Speech']
melspec_1295.npy,['Speech']
melspec_1296.npy,['Speech']
melspec_1297.npy,['Speech']
melspec_1298.npy,['Cat']
melspec_1299.npy,['Speech']
melspec_13.npy,['Speech']
melspec_130.npy,['Speech']
melspec_1300.npy,['Speech']
melspec_1301.npy,['Speech']
melspec_1302.npy,['Speech']
melspec_1303.npy,['Speech']
melspec_1304.npy,['Speech']
melspec_1305.npy,['Speech']
melspec_1306.npy,['Speech']
melspec_1307.npy,['Speech']
melspec_1308.npy,['Speech']
melspec_1309.npy,"['Blender, Speech']"
melspec_131.npy,['Speech']
melspec_1310.npy,['Speech']
melspec_1311.npy,['Speech']
melspec_1312.npy,['Speech']
melspec_1313.npy,['Speech']
melspec_1314.npy,['Speech']
melspec_1315.npy,['Silence']
melspec_1316.npy,['Speech']
melspec_1317.npy,"['Blender, Speech']"
melspec_1318.npy,['Speech']
melspec_1319.npy,['Silence']
melspec_132.npy,['Speech']
melspec_1320.npy,['Speech']
melspec_1321.npy,['Speech']
melspec_1322.npy,['Silence']
melspec_1323.npy,['Speech']
melspec_1324.npy,['Silence']
melspec_1325.npy,['Speech']
melspec_1326.npy,['Speech']
melspec_1327.npy,"['Blender, Dog, Speech']"
melspec_1328.npy,['Speech']
melspec_1329.npy,['Speech']
melspec_133.npy,['Blender']
melspec_1330.npy,['Silence']
melspec_1331.npy,['Speech']
melspec_1332.npy,['Speech']
melspec_1333.npy,['Speech']
melspec_1334.npy,['Silence']
melspec_1335.npy,['Speech']
melspec_1336.npy,['Speech']
melspec_1337.npy,"['Blender, Speech']"
melspec_1338.npy,['Speech']
melspec_1339.npy,"['Blender, Speech']"
melspec_134.npy,['Speech']
melspec_1340.npy,['Speech']
melspec_1341.npy,['Speech']
melspec_1342.npy,['Silence']
melspec_1343.npy,['Speech']
melspec_1344.npy,['Speech']
melspec_1345.npy,['Speech']
melspec_1346.npy,['Silence']
melspec_1347.npy,"['Dog, Speech']"
melspec_1348.npy,['Speech']
melspec_1349.npy,['Speech']
melspec_135.npy,['Speech']
melspec_1350.npy,['Speech']
melspec_1351.npy,['Speech']
melspec_1352.npy,['Speech']
melspec_1353.npy,['Speech']
melspec_1354.npy,['Speech']
melspec_1355.npy,['Speech']
melspec_1356.npy,['Speech']
melspec_1357.npy,['Speech']
melspec_1358.npy,['Speech']
melspec_1359.npy,['Speech']
melspec_136.npy,['Speech']
melspec_1360.npy,['Speech']
melspec_1361.npy,"['Blender, Speech']"
melspec_1362.npy,['Speech']
melspec_1363.npy,['Speech']
melspec_1364.npy,['Speech']
melspec_1365.npy,['Speech']
melspec_1366.npy,['Speech']
melspec_1367.npy,"['Dog, Speech']"
melspec_1368.npy,['Speech']
melspec_1369.npy,['Speech']
melspec_137.npy,['Speech']
melspec_1370.npy,['Speech']
melspec_1371.npy,['Silence']
melspec_1372.npy,['Speech']
melspec_1373.npy,['Speech']
melspec_1374.npy,['Speech']
melspec_1375.npy,"['Blender, Speech']"
melspec_1376.npy,['Blender']
melspec_1377.npy,['Speech']
melspec_1378.npy,['Speech']
melspec_1379.npy,['Speech']
melspec_138.npy,['Silence']
melspec_1380.npy,['Silence']
melspec_1381.npy,['Speech']
melspec_1382.npy,['Speech']
melspec_1383.npy,['Speech']
melspec_1384.npy,['Silence']
melspec_1385.npy,['Speech']
melspec_1386.npy,['Speech']
melspec_1387.npy,['Speech']
melspec_1388.npy,['Speech']
melspec_1389.npy,['Speech']
melspec_139.npy,['Silence']
melspec_1390.npy,['Speech']
melspec_1391.npy,['Speech']
melspec_1392.npy,['Speech']
melspec_1393.npy,['Speech']
melspec_1394.npy,['Speech']
melspec_1395.npy,['Speech']
melspec_1396.npy,['Silence']
melspec_1397.npy,['Silence']
melspec_1398.npy,['Silence']
melspec_1399.npy,['Silence']
melspec_14.npy,['Speech']
melspec_140.npy,['Speech']
melspec_1400.npy,['Speech']
melspec_1401.npy,['Speech']
melspec_1402.npy,['Speech']
melspec_1403.npy,['Speech']
melspec_1404.npy,['Speech']
melspec_1405.npy,['Silence']
melspec_1406.npy,['Speech']
melspec_1407.npy,"['Blender, Speech']"
melspec_1408.npy,['Silence']
melspec_1409.npy,['Speech']
melspec_141.npy,['Speech']
melspec_1410.npy,['Speech']
melspec_1411.npy,['Speech']
melspec_1412.npy,['Speech']
melspec_1413.npy,['Speech']
melspec_1414.npy,['Silence']
melspec_1415.npy,"['Blender, Speech']"
melspec_1416.npy,['Silence']
melspec_1417.npy,['Speech']
melspec_1418.npy,['Speech']
melspec_1419.npy,['Silence']
melspec_142.npy,['Speech']
melspec_1420.npy,['Speech']
melspec_1421.npy,"['Blender, Speech']"
melspec_1422.npy,['Speech']
melspec_1423.npy,"['Blender, Speech']"
melspec_1424.npy,"['Blender, Speech']"
melspec_1425.npy,['Speech']
melspec_1426.npy,['Speech']
melspec_1427.npy,['Silence']
melspec_1428.npy,['Speech']
melspec_1429.npy,['Speech']
melspec_143.npy,['Speech']
melspec_1430.npy,['Silence']
melspec_1431.npy,['Speech']
melspec_1432.npy,['Speech']
melspec_1433.npy,['Silence']
melspec_1434.npy,['Speech']
melspec_1435.npy,['Speech']
melspec_1436.npy,['Speech']
melspec_1437.npy,['Speech']
melspec_1438.npy,['Speech']
melspec_1439.npy,['Silence']
melspec_144.npy,['Speech']
melspec_1440.npy,['Speech']
melspec_1441.npy,['Speech']
melspec_1442.npy,['Blender']
melspec_1443.npy,['Silence']
melspec_1444.npy,['Speech']
melspec_1445.npy,['Speech']
melspec_1446.npy,['Speech']
melspec_1447.npy,['Speech']
melspec_1448.npy,"['Blender, Speech']"
melspec_1449.npy,['Speech']
melspec_145.npy,['Silence']
melspec_1450.npy,['Speech']
melspec_1451.npy,['Silence']
melspec_1452.npy,['Speech']
melspec_1453.npy,['Speech']
melspec_1454.npy,['Speech']
melspec_1455.npy,['Silence']
melspec_1456.npy,['Speech']
melspec_1457.npy,['Speech']
melspec_1458.npy,['Speech']
melspec_1459.npy,['Silence']
melspec_146.npy,['Silence']
melspec_1460.npy,['Speech']
melspec_1461.npy,['Speech']
melspec_1462.npy,['Speech']
melspec_1463.npy,['Speech']
melspec_1464.npy,['Speech']
melspec_1465.npy,['Speech']
melspec_1466.npy,['Speech']
melspec_1467.npy,['Speech']
melspec_1468.npy,['Speech']
melspec_1469.npy,['Silence']
melspec_147.npy,['Speech']
melspec_1470.npy,"['Dog, Speech']"
melspec_1471.npy,['Speech']
melspec_1472.npy,['Speech']
melspec_1473.npy,"['Blender, Speech']"
melspec_1474.npy,['Speech']
melspec_1475.npy,['Speech']
melspec_1476.npy,['Speech']
melspec_1477.npy,['Speech']
melspec_1478.npy,['Speech']
melspec_1479.npy,['Speech']
melspec_148.npy,"['Blender, Speech']"
melspec_1480.npy,['Speech']
melspec_1481.npy,['Speech']
melspec_1482.npy,['Silence']
melspec_1483.npy,['Speech']
melspec_1484.npy,['Speech']
melspec_1485.npy,['Speech']
melspec_1486.npy,['Speech']
melspec_1487.npy,['Silence']
melspec_1488.npy,['Speech']
melspec_1489.npy,['Speech']
melspec_149.npy,['Speech']
melspec_1490.npy,['Speech']
melspec_1491.npy,['Speech']
melspec_1492.npy,['Silence']
melspec_1493.npy,['Silence']
melspec_1494.npy,['Speech']
melspec_1495.npy,['Speech']
melspec_1496.npy,['Speech']
melspec_1497.npy,['Speech']
melspec_1498.npy,"['Blender, Speech']"
melspec_1499.npy,['Speech']
melspec_15.npy,['Speech']
melspec_150.npy,['Speech']
melspec_1500.npy,['Speech']
melspec_1501.npy,['Speech']
melspec_1502.npy,['Speech']
melspec_1503.npy,['Silence']
melspec_1504.npy,"['Dog, Speech']"
melspec_1505.npy,['Speech']
melspec_1506.npy,['Speech']
melspec_1507.npy,['Speech']
melspec_1508.npy,['Speech']
melspec_1509.npy,['Speech']
melspec_151.npy,['Speech']
melspec_1510.npy,['Speech']
melspec_1511.npy,"['Blender, Speech']"
melspec_1512.npy,['Speech']
melspec_1513.npy,['Speech']
melspec_1514.npy,['Silence']
melspec_1515.npy,['Speech']
melspec_1516.npy,['Speech']
melspec_1517.npy,"['Dog, Speech']"
melspec_1518.npy,['Speech']
melspec_1519.npy,['Speech']
melspec_152.npy,['Speech']
melspec_1520.npy,['Silence']
melspec_1521.npy,"['Blender, Speech']"
melspec_1522.npy,['Speech']
melspec_1523.npy,['Speech']
melspec_1524.npy,['Speech']
melspec_1525.npy,['Speech']
melspec_1526.npy,['Speech']
melspec_1527.npy,['Silence']
melspec_1528.npy,['Speech']
melspec_1529.npy,['Silence']
melspec_153.npy,['Silence']
melspec_1530.npy,['Speech']
melspec_1531.npy,['Speech']
melspec_1532.npy,['Speech']
melspec_1533.npy,['Speech']
melspec_1534.npy,['Speech']
melspec_1535.npy,['Speech']
melspec_1536.npy,['Speech']
melspec_1537.npy,['Speech']
melspec_1538.npy,['Speech']
melspec_1539.npy,['Speech']
melspec_154.npy,['Speech']
melspec_1540.npy,['Silence']
melspec_1541.npy,['Speech']
melspec_1542.npy,['Speech']
melspec_1543.npy,['Speech']
melspec_1544.npy,['Speech']
melspec_1545.npy,['Silence']
melspec_1546.npy,['Silence']
melspec_1547.npy,['Speech']
melspec_1548.npy,['Silence']
melspec_1549.npy,['Speech']
melspec_155.npy,['Speech']
melspec_1550.npy,['Silence']
melspec_1551.npy,['Speech']
melspec_1552.npy,['Speech']
melspec_1553.npy,['Speech']
melspec_1554.npy,['Silence']
melspec_1555.npy,['Speech']
melspec_1556.npy,"['Blender, Speech']"
melspec_1557.npy,['Speech']
melspec_1558.npy,['Speech']
melspec_1559.npy,['Speech']
melspec_156.npy,['Speech']
melspec_1560.npy,['Speech']
melspec_1561.npy,['Speech']
melspec_1562.npy,['Speech']
melspec_1563.npy,['Speech']
melspec_1564.npy,['Silence']
melspec_1565.npy,['Speech']
melspec_1566.npy,['Speech']
melspec_1567.npy,['Speech']
melspec_1568.npy,['Speech']
melspec_1569.npy,['Speech']
melspec_157.npy,['Speech']
melspec_1570.npy,['Speech']
melspec_1571.npy,['Speech']
melspec_1572.npy,['Silence']
melspec_1573.npy,['Speech']
melspec_1574.npy,"['Blender, Speech']"
melspec_1575.npy,['Speech']
melspec_1576.npy,['Speech']
melspec_1577.npy,['Speech']
melspec_1578.npy,['Speech']
melspec_1579.npy,['Speech']
melspec_158.npy,['Speech']
melspec_1580.npy,"['Blender, Speech']"
melspec_1581.npy,['Speech']
melspec_1582.npy,['Silence']
melspec_1583.npy,['Speech']
melspec_1584.npy,['Speech']
melspec_1585.npy,"['Electric_shaver_toothbrush, Speech']"
melspec_1586.npy,['Speech']
melspec_1587.npy,['Silence']
melspec_1588.npy,['Speech']
melspec_1589.npy,"['Dog, Speech']"
melspec_159.npy,['Speech']
melspec_1590.npy,['Speech']
melspec_1591.npy,['Speech']
melspec_1592.npy,['Speech']
melspec_1593.npy,['Speech']
melspec_1594.npy,['Speech']
melspec_1595.npy,['Speech']
melspec_1596.npy,['Speech']
melspec_1597.npy,['Speech']
melspec_1598.npy,"['Blender, Speech']"
melspec_1599.npy,['Speech']
melspec_16.npy,['Speech']
melspec_160.npy,['Silence']
melspec_1600.npy,['Silence']
melspec_1601.npy,['Speech']
melspec_1602.npy,['Speech']
melspec_1603.npy,['Speech']
melspec_1604.npy,['Silence']
melspec_1605.npy,['Silence']
melspec_1606.npy,['Speech']
melspec_1607.npy,['Speech']
melspec_1608.npy,['Speech']
melspec_1609.npy,['Speech']
melspec_161.npy,['Speech']
melspec_1610.npy,['Speech']
melspec_1611.npy,['Speech']
melspec_1612.npy,['Speech']
melspec_1613.npy,['Speech']
melspec_1614.npy,['Speech']
melspec_1615.npy,['Speech']
melspec_1616.npy,['Speech']
melspec_1617.npy,['Speech']
melspec_1618.npy,['Speech']
melspec_1619.npy,['Speech']
melspec_162.npy,['Speech']
melspec_1620.npy,"['Blender, Speech']"
melspec_1621.npy,['Speech']
melspec_1622.npy,['Speech']
melspec_1623.npy,['Speech']
melspec_1624.npy,"['Blender, Speech']"
melspec_1625.npy,"['Blender, Speech']"
melspec_1626.npy,['Speech']
melspec_1627.npy,['Speech']
melspec_1628.npy,"['Blender, Speech']"
melspec_1629.npy,['Speech']
melspec_163.npy,['Silence']
melspec_1630.npy,['Silence']
melspec_1631.npy,['Speech']
melspec_1632.npy,['Speech']
melspec_1633.npy,['Silence']
melspec_1634.npy,['Speech']
melspec_1635.npy,['Speech']
melspec_1636.npy,"['Blender, Dog, Speech']"
melspec_1637.npy,['Speech']
melspec_1638.npy,['Speech']
melspec_1639.npy,['Silence']
melspec_164.npy,['Speech']
melspec_1640.npy,['Speech']
melspec_1641.npy,['Speech']
melspec_1642.npy,['Speech']
melspec_1643.npy,"['Electric_shaver_toothbrush, Speech']"
melspec_1644.npy,['Silence']
melspec_1645.npy,['Speech']
melspec_1646.npy,['Speech']
melspec_1647.npy,"['Blender, Speech']"
melspec_1648.npy,['Silence']
melspec_1649.npy,['Speech']
melspec_165.npy,['Speech']
melspec_1650.npy,['Speech']
melspec_1651.npy,['Speech']
melspec_1652.npy,['Speech']
melspec_1653.npy,['Speech']
melspec_1654.npy,['Speech']
melspec_1655.npy,['Speech']
melspec_1656.npy,['Speech']
melspec_1657.npy,"['Blender, Speech']"
melspec_1658.npy,['Speech']
melspec_1659.npy,['Silence']
melspec_166.npy,['Silence']
melspec_1660.npy,['Speech']
melspec_1661.npy,['Silence']
melspec_1662.npy,['Speech']
melspec_1663.npy,['Silence']
melspec_1664.npy,['Speech']
melspec_1665.npy,"['Blender, Dog, Speech']"
melspec_1666.npy,['Speech']
melspec_1667.npy,['Speech']
melspec_1668.npy,['Speech']
melspec_1669.npy,['Blender']
melspec_167.npy,['Speech']
melspec_1670.npy,['Speech']
melspec_1671.npy,['Silence']
melspec_1672.npy,['Speech']
melspec_1673.npy,['Speech']
melspec_1674.npy,['Speech']
melspec_1675.npy,['Speech']
melspec_1676.npy,['Speech']
melspec_1677.npy,['Speech']
melspec_1678.npy,['Speech']
melspec_1679.npy,['Silence']
melspec_168.npy,['Speech']
melspec_1680.npy,['Speech']
melspec_1681.npy,"['Blender, Speech']"
melspec_1682.npy,['Speech']
melspec_1683.npy,['Speech']
melspec_1684.npy,['Speech']
melspec_1685.npy,['Speech']
melspec_1686.npy,['Speech']
melspec_1687.npy,['Speech']
melspec_1688.npy,['Speech']
melspec_1689.npy,['Speech']
melspec_169.npy,"['Blender, Speech']"
melspec_1690.npy,['Speech']
melspec_1691.npy,"['Blender, Speech']"
melspec_1692.npy,['Speech']
melspec_1693.npy,['Silence']
melspec_1694.npy,['Speech']
melspec_1695.npy,['Speech']
melspec_1696.npy,"['Dog, Speech']"
melspec_1697.npy,['Speech']
melspec_1698.npy,['Speech']
melspec_1699.npy,['Speech']
melspec_17.npy,['Silence']
melspec_170.npy,['Speech']
melspec_1700.npy,"['Blender, Speech']"
melspec_1701.npy,['Speech']
melspec_1702.npy,['Speech']
melspec_1703.npy,['Speech']
melspec_1704.npy,['Speech']
melspec_1705.npy,['Speech']
melspec_1706.npy,['Speech']
melspec_1707.npy,['Speech']
melspec_1708.npy,['Speech']
melspec_1709.npy,['Speech']
melspec_171.npy,['Speech']
melspec_1710.npy,['Speech']
melspec_1711.npy,['Speech']
melspec_1712.npy,['Speech']
melspec_1713.npy,['Silence']
melspec_1714.npy,['Speech']
melspec_1715.npy,['Speech']
melspec_1716.npy,['Speech']
melspec_1717.npy,['Speech']
melspec_1718.npy,['Speech']
melspec_1719.npy,['Speech']
melspec_172.npy,"['Blender, Speech']"
melspec_1720.npy,['Silence']
melspec_1721.npy,['Silence']
melspec_1722.npy,['Speech']
melspec_1723.npy,['Speech']
melspec_1724.npy,['Speech']
melspec_1725.npy,['Speech']
melspec_1726.npy,['Speech']
melspec_1727.npy,['Speech']
melspec_1728.npy,['Speech']
melspec_1729.npy,['Speech']
melspec_173.npy,"['Dog, Speech']"
melspec_1730.npy,['Speech']
melspec_1731.npy,['Speech']
melspec_1732.npy,"['Cat, Speech']"
melspec_1733.npy,['Speech']
melspec_1734.npy,['Speech']
melspec_1735.npy,['Speech']
melspec_1736.npy,['Speech']
melspec_1737.npy,['Speech']
melspec_1738.npy,['Speech']
melspec_1739.npy,['Speech']
melspec_174.npy,['Speech']
melspec_1740.npy,['Speech']
melspec_1741.npy,['Speech']
melspec_1742.npy,['Speech']
melspec_1743.npy,['Speech']
melspec_1744.npy,"['Blender, Speech']"
melspec_1745.npy,"['Dog, Speech']"
melspec_1746.npy,['Speech']
melspec_1747.npy,['Speech']
melspec_1748.npy,['Speech']
melspec_1749.npy,['Silence']
melspec_175.npy,['Speech']
melspec_1750.npy,['Speech']
melspec_1751.npy,['Speech']
melspec_1752.npy,['Speech']
melspec_1753.npy,['Speech']
melspec_1754.npy,['Silence']
melspec_1755.npy,['Speech']
melspec_1756.npy,['Speech']
melspec_1757.npy,"['Blender, Speech']"
